app_id,is_free,price_usd,release_date_str,genres_csv,categories_csv,scraped_utc
10,FALSE,,"1 Nov, 2000",Action,Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Color Alternatives|Custom Volume Controls|Keyboard Only Option|Stereo Sound|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:09:21+00:00
70,FALSE,9.99,"Nov 19, 1998",Action,Single-player|Multi-player|PvP|Online PvP|Full controller support|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Keyboard Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Valve Anti-Cheat enabled|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:21+00:00
80,FALSE,9.99,"Mar 1, 2004",Action,Single-player|Multi-player|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:09:22+00:00
220,FALSE,,"16 Nov, 2004",Action,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Captions available|Steam Workshop|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Subtitle Options|Surround Sound|Steam Cloud|Includes Source SDK|Commentary available|Remote Play on Phone|Remote Play on Tablet|Remote Play Together|Family Sharing|Steam Timeline,2026-02-27T20:09:23+00:00
240,FALSE,9.99,"Nov 1, 2004",Action,Multi-player|Cross-Platform Multiplayer|Steam Achievements|Camera Comfort|Color Alternatives|Custom Volume Controls|Stereo Sound|Subtitle Options|Surround Sound|Steam Cloud|Valve Anti-Cheat enabled|Stats|Includes Source SDK|Family Sharing,2026-02-27T20:09:23+00:00
300,FALSE,9.99,"Jul 12, 2010",Action,Multi-player|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Surround Sound|Valve Anti-Cheat enabled|Stats|Includes Source SDK|Family Sharing,2026-02-27T20:09:24+00:00
320,FALSE,,"Nov 1, 2004",Action,Multi-player|Custom Volume Controls|Playable without Timed Input|Stereo Sound|Surround Sound|Valve Anti-Cheat enabled|Includes Source SDK|Family Sharing,2026-02-27T20:09:25+00:00
400,FALSE,9.99,"Oct 10, 2007",Action,Single-player|Steam Achievements|Full controller support|Captions available|Camera Comfort|Custom Volume Controls|Save Anytime|Stereo Sound|Subtitle Options|Surround Sound|Includes level editor|Includes Source SDK|Commentary available|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:26+00:00
440,TRUE,,"Oct 10, 2007",Action|Free To Play,Multi-player|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Captions available|Steam Workshop|In-App Purchases|Camera Comfort|Color Alternatives|Custom Volume Controls|Stereo Sound|Surround Sound|Partial Controller Support|Valve Anti-Cheat enabled|Stats|Includes level editor|Commentary available|Remote Play on Phone|Remote Play on Tablet,2026-02-27T20:09:26+00:00
500,FALSE,9.99,"Nov 17, 2008",Action,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Captions available|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Surround Sound|Steam Cloud|Valve Anti-Cheat enabled|Stats|Steam Leaderboards|Includes Source SDK|Commentary available|Remote Play on TV|Family Sharing,2026-02-27T20:09:28+00:00
550,FALSE,9.99,"Nov 16, 2009",Action,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Captions available|Steam Workshop|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Stereo Sound|Surround Sound|Steam Cloud|Valve Anti-Cheat enabled|Stats|Includes Source SDK|Commentary available|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing|Steam Timeline,2026-02-27T20:09:28+00:00
570,TRUE,,"Jul 9, 2013",Action|Strategy|Free To Play,Multi-player|Co-op|Steam Trading Cards|Steam Workshop|SteamVR Collectibles|In-App Purchases|Camera Comfort|Color Alternatives|Custom Volume Controls|Valve Anti-Cheat enabled|Steam Timeline,2026-02-27T20:09:29+00:00
620,FALSE,9.99,"Apr 18, 2011",Action|Adventure,Single-player|Multi-player|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Captions available|Steam Workshop|Steam Workshop|Camera Comfort|Custom Volume Controls|Playable without Timed Input|Save Anytime|Stereo Sound|Surround Sound|Steam Cloud|Stats|Includes level editor|Commentary available|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:09:30+00:00
730,TRUE,,"21 Aug, 2012",Action|Free To Play,Multi-player|Cross-Platform Multiplayer|Steam Trading Cards|Steam Workshop|In-App Purchases|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Playable without Timed Input|Stereo Sound|Surround Sound|Valve Anti-Cheat enabled|Stats|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Steam Timeline,2026-02-27T20:09:31+00:00
1250,FALSE,19.99,"May 14, 2009",Action,Single-player|Multi-player|Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Workshop|Valve Anti-Cheat enabled|Stats|Includes level editor|Family Sharing,2026-02-27T20:09:32+00:00
1840,TRUE,,"Jul 10, 2012",Animation & Modeling|Video Production,Steam Workshop,2026-02-27T20:09:33+00:00
2280,FALSE,9.99,"Aug 3, 2007",Action,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Shared/Split Screen PvP|Co-op|Online Co-op|LAN Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Full controller support|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Keyboard Only Option|Stereo Sound|Steam Cloud|Remote Play Together|Family Sharing,2026-02-27T20:09:33+00:00
2630,FALSE,19.99,"Oct 13, 2006",Action,Single-player|Multi-player|Family Sharing,2026-02-27T20:09:34+00:00
2990,FALSE,1.99,"Dec 21, 2006",Racing,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:09:35+00:00
3330,FALSE,,"30 Aug, 2006",Casual,Single-player|Family Sharing,2026-02-27T20:09:36+00:00
3480,FALSE,4.99,"Mar 6, 2007",Casual,Single-player|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:36+00:00
3590,FALSE,4.99,"May 5, 2009",Strategy,Single-player|Steam Achievements|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:37+00:00
3620,FALSE,4.99,"Sep 15, 2009",Action|Casual,Single-player|Steam Achievements|Stats|Family Sharing,2026-02-27T20:09:38+00:00
3900,FALSE,19.99,"Oct 25, 2006",Strategy,Single-player|Multi-player|Includes level editor|Family Sharing,2026-02-27T20:09:38+00:00
3910,FALSE,4.99,"Oct 25, 2006",Strategy,Single-player|Multi-player|Includes level editor|Family Sharing,2026-02-27T20:09:39+00:00
3990,FALSE,4.99,"Apr 6, 2007",Strategy,Single-player|Family Sharing,2026-02-27T20:09:39+00:00
4000,FALSE,4.99,"Nov 29, 2006",Casual|Indie|Simulation,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Captions available|Steam Workshop|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Valve Anti-Cheat enabled|Includes level editor|Includes Source SDK|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:40+00:00
4580,FALSE,,"Aug 7, 2007",Strategy,Single-player|Multi-player|Steam Cloud|Family Sharing,2026-02-27T20:09:40+00:00
4700,FALSE,24.99,"Nov 15, 2006",Strategy,Single-player|Multi-player|Steam Trading Cards|Family Sharing,2026-02-27T20:09:41+00:00
4760,FALSE,,"Aug 28, 2007",Strategy,Single-player|Multi-player|Steam Trading Cards|Family Sharing,2026-02-27T20:09:42+00:00
6060,FALSE,,"8 Jul, 2009",Action,Single-player|Multi-player|PvP|Online PvP|Steam Cloud|Family Sharing,2026-02-27T20:09:44+00:00
7510,FALSE,12.99,"Apr 30, 2009",Nudity|Violent|Action|Adventure|RPG,Single-player|Steam Trading Cards|Partial Controller Support|Family Sharing,2026-02-27T20:09:44+00:00
7940,FALSE,19.99,"Nov 12, 2007",Action,Single-player|Multi-player|Family Sharing,2026-02-27T20:09:45+00:00
8500,TRUE,,"Dec 15, 2010",Action|Massively Multiplayer|RPG|Strategy|Free To Play,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Trading Cards|Adjustable Text Size|Color Alternatives|Custom Volume Controls|Stereo Sound|Surround Sound,2026-02-27T20:09:46+00:00
8800,FALSE,9.99,"Jul 24, 2007",Strategy,Single-player|Family Sharing,2026-02-27T20:09:48+00:00
8870,FALSE,,"25 Mar, 2013",Action,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:09:48+00:00
8930,FALSE,29.99,"Sep 21, 2010",Strategy,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:09:49+00:00
9420,FALSE,12.99,"Sep 28, 2011",Strategy,Single-player|Multi-player|Family Sharing,2026-02-27T20:09:50+00:00
9450,FALSE,,"Mar 5, 2008",Strategy,Single-player|Multi-player|Steam Cloud|Family Sharing,2026-02-27T20:09:50+00:00
9480,FALSE,2.49,"Jan 7, 2009",Action,Single-player|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:09:51+00:00
9900,TRUE,,"Jan 31, 2012",Massively Multiplayer|RPG|Free To Play,Multi-player|MMO|Co-op|Full controller support|In-App Purchases,2026-02-27T20:09:51+00:00
10090,FALSE,19.99,"Nov 18, 2008",Action,Single-player|Multi-player|Co-op|Family Sharing,2026-02-27T20:09:52+00:00
10180,FALSE,19.99,"Nov 11, 2009",Action,Single-player|Multi-player|Co-op|Steam Achievements|Steam Cloud|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:09:52+00:00
10190,FALSE,19.99,"Nov 11, 2009",Action,Single-player|Multi-player|Co-op|Steam Achievements|Steam Cloud|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:09:53+00:00
10500,FALSE,,"4 Mar, 2009",Strategy,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Achievements|Steam Trading Cards|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Stats|Family Sharing,2026-02-27T20:09:53+00:00
11020,TRUE,,"Apr 16, 2008",Racing,Single-player|Multi-player|Includes level editor,2026-02-27T20:09:54+00:00
12120,FALSE,,"4 Jan, 2008",Action,Single-player|Family Sharing,2026-02-27T20:09:54+00:00
12200,FALSE,14.99,"Oct 21, 2008",Action|Adventure,Single-player|Partial Controller Support|Family Sharing,2026-02-27T20:09:55+00:00
12210,FALSE,19.99,"Mar 24, 2020",Action|Adventure,Single-player|Multi-player|Partial Controller Support|Remote Play on Phone|Remote Play on Tablet,2026-02-27T20:09:56+00:00
15170,FALSE,2.49,"May 13, 2008",Strategy,Single-player|Family Sharing,2026-02-27T20:09:56+00:00
15370,FALSE,2.49,"Oct 10, 2008",Strategy,Single-player|Family Sharing,2026-02-27T20:09:57+00:00
16810,FALSE,19.99,"Sep 23, 2008",Strategy,Single-player|Multi-player|Family Sharing,2026-02-27T20:09:58+00:00
16900,FALSE,29.99,"Aug 14, 2018",Action|Indie|Simulation|Early Access,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Workshop|Partial Controller Support|Family Sharing,2026-02-27T20:09:58+00:00
17390,FALSE,19.99,"Dec 19, 2008",Action|Adventure|Casual|RPG|Simulation|Strategy,Single-player|Steam Trading Cards|Family Sharing,2026-02-27T20:09:59+00:00
17480,FALSE,,"Jan 8, 2009",Action|Strategy,Single-player|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:09:59+00:00
19680,FALSE,9.99,"Jun 17, 2011",Action|Adventure,Single-player|Partial Controller Support|Family Sharing,2026-02-27T20:10:00+00:00
20900,FALSE,9.99,"Sep 19, 2008",Action|RPG,Single-player|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Mouse Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Family Sharing,2026-02-27T20:10:00+00:00
20920,FALSE,19.99,"Apr 16, 2012",RPG,Single-player|Steam Achievements|Steam Trading Cards|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Surround Sound|Partial Controller Support|Steam Cloud|Steam Leaderboards|Family Sharing,2026-02-27T20:10:01+00:00
21000,FALSE,19.99,"Sep 29, 2008",Action|Adventure,Single-player|Multi-player|Shared/Split Screen|Full controller support|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:10:02+00:00
21690,FALSE,19.99,"Sep 15, 2009",Action|Adventure,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Family Sharing,2026-02-27T20:10:02+00:00
22320,FALSE,14.99,"Jun 16, 2009",RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:03+00:00
22330,FALSE,14.99,"Jun 16, 2009",RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:04+00:00
22370,FALSE,19.99,"Dec 17, 2009",RPG,Single-player|Family Sharing,2026-02-27T20:10:05+00:00
22380,FALSE,9.99,"Oct 19, 2010",Action|RPG,Single-player|Steam Achievements|Partial Controller Support|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:05+00:00
24010,FALSE,29.99,"Sep 17, 2015",Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|In-App Purchases|Steam Cloud|Steam Leaderboards|Family Sharing,2026-02-27T20:10:08+00:00
24200,TRUE,,"Nov 2, 2011",Action|Adventure|Massively Multiplayer|RPG|Free To Play,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Partial Controller Support,2026-02-27T20:10:08+00:00
24720,FALSE,19.99,"Jun 23, 2009",Action|Simulation,Single-player|Family Sharing,2026-02-27T20:10:09+00:00
24780,FALSE,,"20 Jul, 2010",Simulation|Strategy,Single-player|Family Sharing,2026-02-27T20:10:10+00:00
24790,FALSE,,"Nov 13, 2009",Action|Strategy,Single-player|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:10:10+00:00
24800,FALSE,,"Oct 6, 2009",Action|Strategy|Free To Play,Single-player|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:10:11+00:00
24810,FALSE,,"Nov 13, 2009",Action|Strategy,Single-player|Multi-player|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:10:12+00:00
29720,FALSE,19.99,"Dec 3, 2025",Action|Adventure|Massively Multiplayer|RPG,Single-player|Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Full controller support|In-App Purchases|Adjustable Text Size|Custom Volume Controls|Keyboard Only Option|Playable without Timed Input|Stereo Sound|Subtitle Options|Surround Sound|Family Sharing,2026-02-27T20:10:12+00:00
32370,FALSE,9.99,"Sep 5, 2009",Adventure|RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:13+00:00
32440,FALSE,19.99,"Nov 12, 2009",Adventure,Single-player|Multi-player|Shared/Split Screen|Full controller support|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:10:14+00:00
32470,FALSE,19.99,"May 25, 2010",Strategy,Single-player|Multi-player|PvP|Online PvP|Steam Cloud|Family Sharing,2026-02-27T20:10:15+00:00
33230,FALSE,4.99,"Mar 9, 2010",Action|Adventure,Single-player,2026-02-27T20:10:15+00:00
34030,FALSE,24.99,"Feb 25, 2010",Strategy,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Stats|Family Sharing,2026-02-27T20:10:16+00:00
34330,FALSE,29.99,"Mar 15, 2011",Strategy,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Achievements|Steam Trading Cards|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Valve Anti-Cheat enabled|Stats|Family Sharing,2026-02-27T20:10:16+00:00
35140,FALSE,19.99,"Mar 26, 2010",Action|Adventure,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:10:17+00:00
38400,FALSE,9.99,"Nov 1, 2015",RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:18+00:00
38410,FALSE,9.99,"Aug 19, 2009",RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:18+00:00
39120,TRUE,,"Mar 1, 2011",Action|Adventure|Massively Multiplayer|RPG|Free To Play,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Trading Cards|In-App Purchases,2026-02-27T20:10:19+00:00
39140,FALSE,,,RPG,Single-player|Steam Achievements|Full controller support|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:20+00:00
39210,FALSE,19.99,"Feb 18, 2014",Massively Multiplayer|RPG,Single-player|Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Adjustable Text Size|Custom Volume Controls|Keyboard Only Option|Save Anytime|Stereo Sound|Surround Sound|Partial Controller Support|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:20+00:00
39500,FALSE,19.99,"Dec 2, 2009",Action|RPG,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:10:21+00:00
39510,FALSE,19.99,"Nov 29, 2005",Action|RPG,Single-player|Family Sharing,2026-02-27T20:10:21+00:00
40100,FALSE,,"1 Mar, 2010",Strategy,Single-player|Multi-player|Steam Achievements|Stats|Steam Leaderboards|Family Sharing,2026-02-27T20:10:22+00:00
40960,FALSE,14.99,"Oct 5, 2017",Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:10:22+00:00
40970,FALSE,9.99,"Oct 21, 2013",Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Steam Trading Cards|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:10:23+00:00
42680,FALSE,39.99,"Nov 8, 2011",Action,Single-player|Multi-player|Co-op|Steam Achievements|Steam Cloud|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:10:24+00:00
42700,FALSE,39.99,"Nov 9, 2010",Action,Single-player|Multi-player|Co-op|Steam Achievements|Partial Controller Support|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:10:24+00:00
42710,FALSE,39.99,"Nov 9, 2010",Action,Single-player|Multi-player|Co-op|Steam Achievements|Partial Controller Support|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:10:25+00:00
42960,FALSE,19.99,"Aug 30, 2010",Strategy,Single-player|Multi-player|Steam Trading Cards|Family Sharing,2026-02-27T20:10:26+00:00
45760,FALSE,29.99,"Aug 7, 2014",Action,Single-player|Multi-player|PvP|Shared/Split Screen PvP|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:10:26+00:00
47410,TRUE,,"27 Feb, 2012",Massively Multiplayer|Strategy|Free To Play,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Trading Cards,2026-02-27T20:10:27+00:00
47810,FALSE,29.99,"Oct 26, 2010",RPG,Single-player|Family Sharing,2026-02-27T20:10:27+00:00
47890,FALSE,19.99,"Jan 27, 2011",Simulation,Single-player|Family Sharing,2026-02-27T20:10:28+00:00
48190,FALSE,4.99,"Mar 22, 2011",Action|Adventure,Single-player|Multi-player|Partial Controller Support,2026-02-27T20:10:29+00:00
48700,FALSE,19.99,"Mar 31, 2010",Action|RPG,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Family Sharing,2026-02-27T20:10:30+00:00
49520,FALSE,19.99,"Sep 17, 2012",Action|RPG,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:10:30+00:00
50130,FALSE,29.99,"Mar 22, 2011",Action,Single-player|Steam Achievements|Partial Controller Support|Family Sharing,2026-02-27T20:10:31+00:00
55230,FALSE,2.49,"Nov 14, 2011",Action,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:32+00:00
56400,FALSE,,,Strategy,Single-player|Multi-player|Co-op|Steam Achievements|Steam Cloud|Stats|Steam Leaderboards|Family Sharing,2026-02-27T20:10:32+00:00
65540,FALSE,19.99,"Mar 15, 2001",Action|RPG,Single-player|Family Sharing,2026-02-27T20:10:34+00:00
65800,FALSE,14.99,"Oct 18, 2011",Action|Indie|RPG|Strategy,Single-player|Multi-player|Co-op|Online Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Valve Anti-Cheat enabled|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:10:34+00:00
65980,FALSE,39.99,"Oct 23, 2014",Strategy,Single-player|Multi-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:35+00:00
72850,FALSE,19.99,"Nov 10, 2011",RPG,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:10:37+00:00
78000,FALSE,4.99,"Dec 7, 2010",Casual|Strategy,Single-player|Steam Achievements|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:10:38+00:00
99900,TRUE,,"Jun 14, 2011",Action|Adventure|Casual|Indie|Massively Multiplayer|RPG|Free To Play,Single-player|Multi-player|MMO|Co-op|Steam Achievements|Steam Trading Cards|In-App Purchases|Partial Controller Support|Includes level editor,2026-02-27T20:10:38+00:00
99910,TRUE,,"Aug 31, 2011",Adventure|Casual|Free To Play|Massively Multiplayer|Strategy,Single-player|Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|In-App Purchases,2026-02-27T20:10:39+00:00
105450,FALSE,,"5 Jan, 2012",Simulation|Strategy,Single-player|Multi-player|Steam Trading Cards|Family Sharing,2026-02-27T20:10:39+00:00
105600,FALSE,9.99,"May 16, 2011",Action|Adventure|Indie|RPG,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:10:40+00:00
107410,FALSE,29.99,"Sep 12, 2013",Action|Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Achievements|Steam Trading Cards|Captions available|Steam Workshop|Stats|Steam Leaderboards|Includes level editor|Steam Timeline,2026-02-27T20:10:41+00:00
108600,FALSE,19.99,"Nov 8, 2013",Indie|RPG|Simulation|Early Access,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Trading Cards|Steam Workshop|Partial Controller Support|Remote Play Together|Family Sharing,2026-02-27T20:10:42+00:00
108710,FALSE,14.99,"Feb 16, 2012",Action|Adventure,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on TV|Family Sharing,2026-02-27T20:10:42+00:00
109600,TRUE,,"Dec 5, 2013",Action|Adventure|Massively Multiplayer|RPG|Free To Play,Single-player|Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Trading Cards|In-App Purchases|Includes level editor,2026-02-27T20:10:43+00:00
110800,FALSE,19.99,"Nov 8, 2011",Adventure|Strategy,Single-player|Steam Achievements|Partial Controller Support,2026-02-27T20:10:44+00:00
113200,FALSE,4.99,"Sep 28, 2011",Action|Adventure|Indie|RPG,Single-player|Steam Achievements|Steam Trading Cards|Family Sharing,2026-02-27T20:10:44+00:00
113400,TRUE,,"Dec 6, 2011",Action|Massively Multiplayer|Free To Play,Multi-player|MMO|Steam Achievements,2026-02-27T20:10:45+00:00
200210,TRUE,,"Feb 20, 2012",Action|Adventure|Indie|Massively Multiplayer|RPG|Free To Play,Multi-player|MMO|Co-op|Online Co-op|In-App Purchases|Stats,2026-02-27T20:10:45+00:00
200260,FALSE,19.99,"Sep 7, 2012",Action|Adventure,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:10:46+00:00
200510,FALSE,29.99,"Oct 8, 2012",Strategy,Single-player|Multi-player|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on TV|Family Sharing,2026-02-27T20:10:46+00:00
200710,FALSE,19.99,"Sep 20, 2012",Action|Adventure|Indie|RPG,Single-player|Multi-player|Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:10:47+00:00
201230,TRUE,,"Dec 7, 2011",Massively Multiplayer|RPG|Free To Play,Multi-player|MMO,2026-02-27T20:10:48+00:00
201810,FALSE,,"19 May, 2014",Action,Single-player|Steam Achievements|Playable without Timed Input|Stereo Sound|Surround Sound|Partial Controller Support|Steam Leaderboards|Family Sharing,2026-02-27T20:10:49+00:00
202970,FALSE,59.99,"Nov 12, 2012",Action,Single-player|Multi-player|Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Valve Anti-Cheat enabled|Steam Leaderboards|Remote Play on TV|Family Sharing,2026-02-27T20:10:49+00:00
203140,FALSE,1.99,"Nov 19, 2012",Action,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:10:50+00:00
203160,FALSE,,"4 Mar, 2013",Action|Adventure,Single-player|Multi-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:10:51+00:00
203770,TRUE,,"Feb 14, 2012",RPG|Simulation|Strategy|Free To Play,Single-player|Multi-player|Steam Trading Cards,2026-02-27T20:10:52+00:00
204100,FALSE,19.99,"May 31, 2012",Action,Single-player|Multi-player|Steam Achievements|Partial Controller Support,2026-02-27T20:10:52+00:00
