app_id,is_free,price_usd,release_date_str,genres_csv,categories_csv,scraped_utc
582500,TRUE,,"Feb 3, 2017",Action|Adventure|Indie|Free To Play,Multi-player|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Custom Volume Controls|Subtitle Options|Partial Controller Support|Steam Cloud,2026-02-27T20:19:26+00:00
582660,FALSE,0.99,"May 24, 2017",Action|Adventure|Massively Multiplayer|RPG|Strategy,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Trading Cards|In-App Purchases|Partial Controller Support,2026-02-27T20:19:26+00:00
583950,TRUE,,"Nov 28, 2018",Strategy,Single-player|Multi-player|PvP|Online PvP|Steam Cloud,2026-02-27T20:19:27+00:00
584400,FALSE,19.99,"Aug 29, 2017",Action|Adventure|Casual,Single-player|Multi-player|PvP|Shared/Split Screen PvP|Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:19:27+00:00
585420,FALSE,24.99,"Sep 18, 2019",Action|Adventure|Indie|Racing|Simulation,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Steam Leaderboards|Remote Play on TV|Family Sharing,2026-02-27T20:19:28+00:00
586140,FALSE,39.99,"Apr 25, 2017",Action,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play Together|Family Sharing,2026-02-27T20:19:29+00:00
586350,FALSE,0.99,"Jan 29, 2017",Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Family Sharing,2026-02-27T20:19:29+00:00
587810,FALSE,0.99,"Feb 14, 2017",Casual|Indie,Single-player|Steam Achievements|Steam Trading Cards|Family Sharing,2026-02-27T20:19:30+00:00
588030,FALSE,39.99,"Jan 25, 2019",Adventure|Indie|Simulation|Early Access,Single-player|Tracked Controller Support|VR Supported|Camera Comfort|Adjustable Difficulty|Keyboard Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:19:30+00:00
588430,TRUE,,"Mar 29, 2017",RPG|Simulation|Free To Play,Single-player|Steam Achievements|Full controller support|In-App Purchases|Playable without Timed Input|Stereo Sound|Steam Cloud|Stats,2026-02-27T20:19:31+00:00
588650,FALSE,24.99,"Aug 6, 2018",Action|Adventure|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:19:32+00:00
589290,FALSE,,"5 Mar, 2020",Action|Indie|Massively Multiplayer|RPG|Simulation|Strategy,Multi-player|MMO|PvP|Online PvP|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Adjustable Text Size|Color Alternatives|Custom Volume Controls|Playable without Timed Input|Stereo Sound|Surround Sound|Stats|Steam Leaderboards|Includes level editor|Includes Source SDK,2026-02-27T20:19:32+00:00
590380,FALSE,14.99,"Feb 27, 2018",Indie|RPG|Simulation|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:19:33+00:00
594570,FALSE,59.99,"Sep 28, 2017",Action|Strategy,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Achievements|Steam Trading Cards|Steam Workshop|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Surround Sound|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:33+00:00
594650,FALSE,29.99,"Aug 27, 2019",Action,Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|In-App Purchases|Steam Leaderboards|Remote Play on Tablet|Remote Play on TV,2026-02-27T20:19:34+00:00
595520,FALSE,49.99,"Feb 1, 2018",RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Family Sharing,2026-02-27T20:19:35+00:00
597170,FALSE,6.99,"Jul 27, 2021",Action|Indie,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Captions available|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:19:36+00:00
597180,FALSE,9.99,"May 18, 2022",RPG|Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Workshop|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Mouse Only Option|Playable without Timed Input|Save Anytime|Steam Cloud|Includes level editor|Remote Play Together|Family Sharing,2026-02-27T20:19:36+00:00
599140,FALSE,19.99,"Aug 15, 2018",Adventure|Indie|RPG|Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:19:37+00:00
599390,TRUE,,"May 1, 2018",Indie|Strategy|Free To Play,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Cross-Platform Multiplayer|Steam Cloud|Includes level editor|Remote Play Together,2026-02-27T20:19:37+00:00
600480,FALSE,,"13 Sep, 2018",Casual|Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Workshop|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Mouse Only Option|Save Anytime|Stereo Sound|Steam Cloud|Family Sharing,2026-02-27T20:19:38+00:00
600750,TRUE,,"Jul 12, 2017",Adventure|RPG|Strategy|Free To Play,Multi-player|PvP|Online PvP|Steam Achievements|Steam Trading Cards|In-App Purchases|Steam Cloud,2026-02-27T20:19:38+00:00
601150,FALSE,29.99,"Mar 7, 2019",Action,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on TV|HDR available|Family Sharing,2026-02-27T20:19:39+00:00
601510,TRUE,,"Nov 16, 2017",Strategy|Free To Play,Single-player|Multi-player|PvP|Online PvP|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|In-App Purchases,2026-02-27T20:19:40+00:00
602960,FALSE,34.99,"Mar 13, 2023",Action|Indie|Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Includes level editor|Family Sharing|Steam Timeline,2026-02-27T20:19:40+00:00
603850,FALSE,4.99,"Nov 21, 2018",Strategy,Single-player|Multi-player|PvP|Shared/Split Screen PvP|Steam Workshop|Remote Play on Phone|Remote Play on Tablet|Remote Play Together|Family Sharing,2026-02-27T20:19:42+00:00
605740,FALSE,24.99,"May 15, 2023",Action|Indie|Massively Multiplayer|RPG|Simulation,Single-player|Multi-player|Co-op|Online Co-op|Partial Controller Support|Family Sharing,2026-02-27T20:19:42+00:00
606880,FALSE,3.49,"Sep 9, 2019",RPG,Single-player|Steam Achievements|Full controller support|Steam Cloud|Family Sharing,2026-02-27T20:19:43+00:00
610080,TRUE,,"Jun 15, 2017",Free To Play|RPG|Strategy,Single-player|Steam Achievements|Steam Trading Cards|In-App Purchases,2026-02-27T20:19:43+00:00
611500,TRUE,,"Aug 18, 2022",Action|Free To Play,Multi-player|PvP|Online PvP|Steam Achievements,2026-02-27T20:19:44+00:00
611670,FALSE,,"2 Apr, 2018",RPG,Single-player|Steam Achievements|Full controller support|Tracked Controller Support|VR Only|VR Support|SteamVR Collectibles|Steam Cloud|Family Sharing,2026-02-27T20:19:44+00:00
611790,FALSE,24.99,"Jul 15, 2022",Adventure|Casual|Indie|RPG|Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Captions available|Steam Cloud|Family Sharing,2026-02-27T20:19:45+00:00
612880,FALSE,39.99,"Oct 26, 2017",Action,Single-player|Steam Achievements|Full controller support|Color Alternatives|Save Anytime|Stereo Sound|Surround Sound|Steam Cloud|Remote Play on TV|Family Sharing,2026-02-27T20:19:46+00:00
613100,FALSE,24.99,"May 17, 2018",Indie|Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:46+00:00
613830,FALSE,14.99,"Feb 27, 2018",RPG,Single-player|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:47+00:00
616720,FALSE,4.99,"Dec 31, 2021",Animation & Modeling|Utilities,Steam Workshop,2026-02-27T20:19:47+00:00
617290,FALSE,39.99,"Aug 19, 2019",Action|Adventure|RPG,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:19:48+00:00
619820,FALSE,19.99,"Jan 14, 2025",Action|Indie|RPG,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Family Sharing,2026-02-27T20:19:48+00:00
620980,FALSE,,"21 May, 2019",Indie,Single-player|Multi-player|PvP|Online PvP|Tracked Controller Support|VR Only|Steam Leaderboards|Family Sharing,2026-02-27T20:19:49+00:00
621830,FALSE,1.99,"Sep 15, 2017",Racing,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:19:49+00:00
622650,FALSE,5.99,"Apr 27, 2017",Action|Adventure|Indie|Strategy,Single-player|Steam Achievements|Full controller support|Remote Play on TV|Family Sharing,2026-02-27T20:19:49+00:00
625960,FALSE,24.99,"Feb 6, 2020",Adventure|Indie|RPG|Strategy|Early Access,Single-player|Steam Achievements|Captions available|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:51+00:00
627270,FALSE,49.99,"Nov 30, 2017",Action,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Steam Achievements|Full controller support|Steam Trading Cards|In-App Purchases|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|HDR available|Family Sharing,2026-02-27T20:19:52+00:00
627690,TRUE,,"Mar 25, 2020",Action|Adventure|Indie|Strategy|Free To Play,Single-player|Steam Achievements|Steam Trading Cards|In-App Purchases|Remote Play on Tablet,2026-02-27T20:19:53+00:00
628070,FALSE,39.99,"Jan 16, 2018",Strategy,Single-player|Steam Cloud|Family Sharing,2026-02-27T20:19:53+00:00
629520,FALSE,4.99,"Sep 30, 2017",Audio Production|Utilities,Family Sharing,2026-02-27T20:19:54+00:00
629730,FALSE,,"17 Jun, 2024",Action|Adventure|Indie|RPG|Simulation,Single-player|Steam Achievements|Tracked Controller Support|VR Only|Family Sharing,2026-02-27T20:19:55+00:00
629760,FALSE,29.99,"Apr 29, 2019",Action|Indie,Multi-player|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Valve Anti-Cheat enabled|Stats|Remote Play on Phone|Remote Play on Tablet,2026-02-27T20:19:55+00:00
629820,FALSE,39.99,"May 25, 2021",Action|Adventure|Indie|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Family Sharing,2026-02-27T20:19:56+00:00
631510,FALSE,29.99,"Mar 13, 2018",Action,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Remote Play on TV|Family Sharing,2026-02-27T20:19:56+00:00
632360,FALSE,24.99,"Aug 11, 2020",Action|Indie,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Full controller support|Steam Trading Cards|Adjustable Text Size|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Surround Sound|Steam Cloud|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:19:57+00:00
632470,FALSE,9.99,"Oct 15, 2019",RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:57+00:00
632810,TRUE,,"Oct 3, 2017",Audio Production|Utilities,Game demo,2026-02-27T20:19:58+00:00
633230,FALSE,19.99,"Jun 29, 2023",Action,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Partial Controller Support|Family Sharing,2026-02-27T20:19:59+00:00
635260,FALSE,14.99,"Nov 17, 2017",Massively Multiplayer|Racing|Simulation|Sports,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|VR Supported|Steam Trading Cards|Steam Workshop|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Keyboard Only Option|Playable without Timed Input|Stereo Sound|Partial Controller Support|Steam Cloud|Includes level editor|Remote Play on Phone|Remote Play on Tablet|Family Sharing,2026-02-27T20:19:59+00:00
636480,FALSE,17.99,"May 18, 2017",Action|Indie|Early Access,Single-player|Steam Workshop|Partial Controller Support|Includes level editor|Family Sharing,2026-02-27T20:20:00+00:00
637090,FALSE,39.99,"Apr 24, 2018",Action|Adventure|Strategy,Single-player|Multi-player|PvP|Online PvP|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Cloud|Remote Play Together|Family Sharing,2026-02-27T20:20:00+00:00
637650,FALSE,34.99,"Mar 6, 2018",RPG,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:20:01+00:00
638970,FALSE,,"Aug 1, 2018",Action|Adventure|RPG,Single-player|Multi-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:20:01+00:00
640820,FALSE,19.99,"Sep 25, 2018",Adventure|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:20:02+00:00
641990,FALSE,5.39,"Aug 21, 2017",Indie|Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:20:02+00:00
644930,FALSE,29.99,"Jun 18, 2019",Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|Stats|Steam Leaderboards|Includes level editor|Remote Play on Tablet|Family Sharing,2026-02-27T20:20:03+00:00
645630,FALSE,19.99,"Jul 28, 2017",Racing|Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Partial Controller Support|Steam Cloud|Stats|Includes level editor|Family Sharing,2026-02-27T20:20:03+00:00
646570,FALSE,24.99,"Jan 23, 2019",Indie|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Adjustable Text Size|Custom Volume Controls|Mouse Only Option|Playable without Timed Input|Save Anytime|Touch Only Option|Steam Cloud|Stats|Steam Leaderboards|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:20:04+00:00
646910,FALSE,8.99,"Jun 28, 2018",Action|Massively Multiplayer|Racing,Single-player|Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Captions available|In-App Purchases|Partial Controller Support|Remote Play on Phone|Remote Play on Tablet,2026-02-27T20:20:05+00:00
648350,FALSE,11.24,"Jun 11, 2018",Simulation|Strategy,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on TV|Family Sharing,2026-02-27T20:20:05+00:00
648800,FALSE,19.99,"Jun 20, 2022",Adventure|Indie|Simulation,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Steam Cloud|Family Sharing,2026-02-27T20:20:06+00:00
655500,FALSE,34.99,"Oct 7, 2019",Racing|Simulation|Sports|Early Access,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Partial Controller Support|Family Sharing,2026-02-27T20:20:06+00:00
663090,TRUE,,"Oct 15, 2017",Massively Multiplayer|RPG|Free To Play,Multi-player|MMO|PvP|Online PvP|Steam Trading Cards|In-App Purchases,2026-02-27T20:20:07+00:00
665300,FALSE,14.99,"Jul 26, 2017",Animation & Modeling|Audio Production|Design & Illustration|Utilities|Video Production|Web Publishing,Steam Workshop|Includes level editor,2026-02-27T20:20:07+00:00
666140,FALSE,5.99,"Jan 15, 2019",Adventure|Casual|Indie|RPG|Simulation,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Family Sharing,2026-02-27T20:20:08+00:00
666150,FALSE,29.99,"Apr 27, 2022",Indie|Simulation|Strategy|Early Access,Single-player|Steam Achievements|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:20:08+00:00
666860,TRUE,,"Dec 13, 2017",Adventure|Free To Play|Massively Multiplayer|RPG,Single-player|Multi-player|MMO|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|In-App Purchases,2026-02-27T20:20:09+00:00
667970,FALSE,29.99,"Aug 3, 2017",Action|Indie|Simulation,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Tracked Controller Support|VR Only|Steam Workshop|Includes level editor|Family Sharing,2026-02-27T20:20:09+00:00
668580,FALSE,59.99,"Feb 20, 2023",Action|Adventure|RPG,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Stereo Sound|Surround Sound|Steam Cloud|Family Sharing,2026-02-27T20:20:10+00:00
669330,FALSE,14.99,"Sep 26, 2024",Action|Indie|Massively Multiplayer|Simulation|Strategy,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Family Sharing,2026-02-27T20:20:11+00:00
670290,TRUE,,"Jan 4, 2018",Action|Casual|Indie|Massively Multiplayer|Simulation|Sports|Strategy|Free To Play,Single-player|Multi-player|PvP|Online PvP|Steam Achievements|In-App Purchases|Stats,2026-02-27T20:20:11+00:00
671860,FALSE,14.99,"Jun 15, 2023",Action|Massively Multiplayer|Early Access,Multi-player|MMO|PvP|Online PvP|Partial Controller Support,2026-02-27T20:20:12+00:00
672680,TRUE,,"Oct 21, 2017",Massively Multiplayer|Simulation|Strategy|Free To Play,Multi-player|MMO|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|In-App Purchases|Stats,2026-02-27T20:20:12+00:00
672860,FALSE,0.99,"Aug 16, 2017",Simulation,Single-player|Steam Achievements|Steam Trading Cards|Steam Cloud|Family Sharing,2026-02-27T20:20:13+00:00
673610,FALSE,24.99,"Mar 4, 2021",Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:20:13+00:00
673950,FALSE,19.99,"Oct 11, 2018",Casual|Indie|Simulation,Single-player|Multi-player|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:20:14+00:00
674940,FALSE,4.99,"Sep 28, 2017",Action|Casual|Indie,Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Shared/Split Screen|Partial Controller Support|Remote Play on Phone|Remote Play on Tablet|Remote Play Together|Family Sharing,2026-02-27T20:20:15+00:00
675010,FALSE,19.99,"Oct 30, 2017",Simulation,Single-player|Multi-player|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Steam Workshop|Steam Cloud|Family Sharing,2026-02-27T20:20:15+00:00
678950,FALSE,59.99,"Jan 26, 2018",Action,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Shared/Split Screen|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:20:16+00:00
678960,FALSE,,"26 Sep, 2019",Action|RPG,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:20:16+00:00
681280,FALSE,24.99,"May 7, 2019",Action|Racing|Sports,Single-player|Multi-player|PvP|Online PvP|Steam Achievements|Full controller support|Steam Trading Cards|Steam Cloud|Stats|Steam Leaderboards|Remote Play on TV|Family Sharing,2026-02-27T20:20:17+00:00
683830,FALSE,6.99,"Aug 22, 2017",Action|Casual|Indie,Single-player|Steam Trading Cards|Family Sharing,2026-02-27T20:20:17+00:00
683900,FALSE,19.99,"Sep 28, 2017",Simulation|Strategy,Single-player|Steam Cloud|Includes level editor|Family Sharing,2026-02-27T20:20:18+00:00
686060,FALSE,29.99,"Feb 10, 2026",Adventure|Indie|RPG|Simulation|Strategy,Single-player|Steam Achievements|Full controller support|Adjustable Text Size|Camera Comfort|Color Alternatives|Custom Volume Controls|Mouse Only Option|Playable without Timed Input|Save Anytime|Stereo Sound|Steam Cloud|Family Sharing,2026-02-27T20:20:19+00:00
686810,FALSE,12.49,"Jul 27, 2021",Action|Indie|Massively Multiplayer|Simulation|Strategy,Multi-player|PvP|Online PvP|Steam Achievements|Partial Controller Support|Family Sharing,2026-02-27T20:20:19+00:00
690290,FALSE,15.99,"Feb 23, 2026",Action|Indie|RPG|Simulation|Strategy|Early Access,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Workshop|Includes level editor|Family Sharing,2026-02-27T20:20:19+00:00
690790,FALSE,19.99,"Feb 25, 2019",Racing|Simulation|Sports,Single-player|Multi-player|PvP|Online PvP|Steam Achievements|Full controller support|VR Supported|Steam Cloud|Valve Anti-Cheat enabled|Family Sharing,2026-02-27T20:20:20+00:00
690830,FALSE,34.99,"Jan 31, 2025",Indie|Simulation|Strategy,Single-player|Steam Achievements|Steam Cloud|Family Sharing,2026-02-27T20:20:21+00:00
692850,FALSE,,"18 Jun, 2019",Action|Adventure|RPG,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Stereo Sound|Subtitle Options|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:20:21+00:00
692890,FALSE,24.99,"Nov 7, 2023",Action|Indie,Single-player|Multi-player|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Trading Cards|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Stereo Sound|Steam Cloud|Family Sharing,2026-02-27T20:20:22+00:00
698780,TRUE,,"Oct 6, 2017",Casual|Free To Play|Indie,Single-player|Remote Play on Phone|Remote Play on Tablet,2026-02-27T20:20:22+00:00
699130,FALSE,29.99,"Sep 21, 2021",Action,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Full controller support|Steam Cloud|Family Sharing,2026-02-27T20:20:23+00:00
700330,TRUE,,"Dec 29, 2017",Action|Casual|Indie|RPG|Free To Play,Multi-player|PvP|Online PvP|Steam Achievements|Steam Cloud|Valve Anti-Cheat enabled,2026-02-27T20:20:24+00:00
701160,FALSE,4.99,"Dec 11, 2018",Adventure|Indie|Simulation|Strategy,Single-player|Multi-player|Co-op|Online Co-op|Shared/Split Screen Co-op|Shared/Split Screen|Steam Achievements|Full controller support|Steam Cloud|Remote Play on Phone|Remote Play on Tablet|Remote Play on TV|Remote Play Together|Family Sharing,2026-02-27T20:20:24+00:00
701470,FALSE,0.49,"Sep 11, 2017",Action|Indie,Single-player|Steam Achievements|Full controller support|Steam Trading Cards|Family Sharing,2026-02-27T20:20:25+00:00
702320,TRUE,,"Dec 11, 2017",Massively Multiplayer|RPG|Strategy|Free To Play,Multi-player|PvP|Online PvP|Steam Achievements|In-App Purchases,2026-02-27T20:20:26+00:00
703080,FALSE,13.49,"Nov 5, 2019",Casual|Simulation|Strategy,Single-player|Steam Achievements|Steam Trading Cards|Steam Workshop|Steam Cloud|HDR available|Family Sharing,2026-02-27T20:20:26+00:00
704270,FALSE,24.99,"Mar 26, 2019",Action|Adventure,Single-player|Multi-player|Co-op|Online Co-op|Steam Achievements|Steam Trading Cards|Partial Controller Support|Steam Cloud|Family Sharing,2026-02-27T20:20:27+00:00
704450,FALSE,19.99,"Mar 27, 2018",RPG,Single-player|Multi-player|PvP|Online PvP|Co-op|Online Co-op|Steam Achievements|Steam Trading Cards|Steam Workshop|Includes level editor|Family Sharing,2026-02-27T20:20:28+00:00
705210,TRUE,,"Oct 30, 2017",Action|Casual|Indie|Racing,Single-player|Multi-player|PvP|Online PvP|Shared/Split Screen PvP|Cross-Platform Multiplayer|Steam Achievements|Steam Workshop|Partial Controller Support|Steam Cloud|Stats|Steam Leaderboards|Includes level editor|Remote Play Together,2026-02-27T20:20:28+00:00
707010,TRUE,,"Apr 5, 2018",Action|Indie|Massively Multiplayer|RPG|Free To Play|Early Access,Multi-player|MMO|PvP|Online PvP|In-App Purchases|Steam Cloud|Valve Anti-Cheat enabled,2026-02-27T20:20:29+00:00
712100,FALSE,39.99,"May 2, 2018",Action|Strategy,Single-player|Multi-player|PvP|Online PvP|LAN PvP|Co-op|Online Co-op|LAN Co-op|Steam Achievements|Camera Comfort|Custom Volume Controls|Adjustable Difficulty|Playable without Timed Input|Save Anytime|Stereo Sound|Surround Sound|Family Sharing,2026-02-27T20:20:30+00:00
714010,TRUE,,"Jun 16, 2023",Action|Adventure|Casual|Indie|Simulation|Free To Play,Single-player|Steam Achievements|Full controller support|Steam Workshop|In-App Purchases|Steam Cloud|Stats|Steam Leaderboards|Includes level editor,2026-02-27T20:20:30+00:00
719040,FALSE,39.99,"Aug 27, 2020",RPG|Strategy,Single-player|Multi-player|Co-op|Online Co-op|Cross-Platform Multiplayer|Steam Achievements|Steam Trading Cards|Steam Cloud|Remote Play on Tablet|Family Sharing,2026-02-27T20:20:32+00:00
719640,TRUE,,"Dec 19, 2017",Massively Multiplayer|Strategy|Free To Play,Multi-player|MMO|Cross-Platform Multiplayer|Steam Achievements|In-App Purchases|Steam Cloud,2026-02-27T20:20:32+00:00
719890,FALSE,,"21 Dec, 2018",Adventure|Indie|Massively Multiplayer|Simulation|Early Access,Multi-player|PvP|Online PvP|Full controller support|Family Sharing,2026-02-27T20:20:32+00:00
720620,FALSE,24.99,"Apr 14, 2021",Indie|RPG|Simulation|Early Access,Multi-player|Co-op|Online Co-op|Includes level editor|Family Sharing,2026-02-27T20:20:33+00:00
